Call Id,Agent,Date,Time,Topic,Answered (Y/N),Resolved,Speed of answer in seconds,AvgTalkDuration,Satisfaction rating,cost_per_ticket,region,vendor,duration
ID2635,Jim,2021-02-15,14:51:22,Technical Support,N,N,,,,26.63,LATAM,Vendor2,
ID2636,Becky,2021-02-15,14:51:22,Streaming,Y,Y,94.0,0:06:18,5.0,11.12,EMEA,Vendor3,94.0
ID2637,Becky,2021-02-15,14:57:07,Technical Support,Y,N,54.0,0:03:36,3.0,7.06,LATAM,Vendor1,54.0
ID2638,Greg,2021-02-15,14:57:07,Contract related,Y,N,44.0,0:03:17,5.0,10.48,LATAM,Vendor1,44.0
ID2639,Greg,2021-02-15,15:46:05,Admin Support,Y,Y,28.0,0:04:23,3.0,44.36,EMEA,Vendor1,28.0
ID2640,Jim,2021-02-15,15:46:05,Payment related,Y,Y,103.0,0:03:12,3.0,26.83,NA,Vendor2,103.0
ID2641,Joe,2021-02-15,15:47:31,Technical Support,Y,Y,25.0,0:00:47,4.0,41.85,NA,Vendor2,25.0
ID2642,Becky,2021-02-15,15:47:31,Streaming,N,N,,,,48.15,LATAM,Vendor2,
ID2643,Jim,2021-02-15,16:01:55,Streaming,Y,Y,84.0,0:04:10,3.0,5.62,APAC,Vendor1,84.0
ID2644,Dan,2021-02-15,16:01:55,Streaming,Y,Y,36.0,0:03:57,4.0,48.65,NA,Vendor1,36.0
ID2645,Becky,2021-02-15,17:11:02,Payment related,N,N,,,,40.35,LATAM,Vendor3,
ID2646,Stewart,2021-02-15,17:11:02,Payment related,Y,Y,42.0,0:03:41,4.0,44.53,APAC,Vendor3,42.0
ID2647,Dan,2021-02-15,17:18:14,Streaming,Y,Y,124.0,0:03:51,3.0,46.54,LATAM,Vendor1,124.0
ID2648,Stewart,2021-02-15,17:18:14,Technical Support,Y,Y,99.0,0:03:40,5.0,35.25,LATAM,Vendor3,99.0
ID2649,Diane,2021-02-15,17:19:41,Streaming,Y,Y,124.0,0:04:23,5.0,27.18,EMEA,Vendor1,124.0
ID2650,Greg,2021-02-15,17:19:41,Admin Support,Y,Y,55.0,0:06:25,5.0,33.26,LATAM,Vendor1,55.0
ID2651,Dan,2021-02-15,17:45:36,Admin Support,N,N,,,,26.56,APAC,Vendor2,
ID2652,Jim,2021-02-15,17:45:36,Payment related,N,N,,,,10.66,NA,Vendor2,
ID2653,Greg,2021-02-16,9:07:12,Admin Support,Y,Y,64.0,0:05:06,2.0,24.29,APAC,Vendor3,64.0
ID2654,Diane,2021-02-16,9:07:12,Technical Support,Y,Y,82.0,0:04:54,2.0,14.6,EMEA,Vendor3,82.0
ID2655,Diane,2021-02-16,10:04:48,Streaming,Y,Y,50.0,0:03:19,4.0,26.11,APAC,Vendor2,50.0
ID2656,Stewart,2021-02-16,10:04:48,Contract related,Y,Y,100.0,0:03:42,4.0,29.93,LATAM,Vendor1,100.0
ID2657,Jim,2021-02-16,10:23:31,Admin Support,Y,Y,26.0,0:06:54,3.0,14.5,LATAM,Vendor1,26.0
ID2658,Dan,2021-02-16,10:23:31,Payment related,Y,Y,75.0,0:04:14,2.0,11.03,APAC,Vendor1,75.0
ID2659,Greg,2021-02-16,10:30:43,Technical Support,Y,Y,26.0,0:06:28,3.0,27.9,NA,Vendor3,26.0
ID2660,Dan,2021-02-16,10:30:43,Payment related,Y,Y,21.0,0:05:08,3.0,35.34,EMEA,Vendor2,21.0
ID2661,Stewart,2021-02-16,10:30:43,Admin Support,Y,Y,53.0,0:00:31,1.0,5.39,EMEA,Vendor3,53.0
ID2662,Greg,2021-02-16,10:30:43,Streaming,Y,Y,109.0,0:02:37,3.0,20.92,LATAM,Vendor2,109.0
ID2663,Becky,2021-02-16,11:06:43,Streaming,Y,Y,108.0,0:06:04,3.0,37.11,NA,Vendor3,108.0
ID2664,Stewart,2021-02-16,11:06:43,Contract related,Y,Y,58.0,0:05:16,5.0,26.98,APAC,Vendor3,58.0
ID2665,Stewart,2021-02-16,11:12:29,Payment related,Y,Y,14.0,0:05:51,5.0,9.02,EMEA,Vendor3,14.0
ID2666,Martha,2021-02-16,11:12:29,Contract related,Y,Y,74.0,0:05:31,4.0,21.84,LATAM,Vendor3,74.0
ID2667,Jim,2021-02-16,11:18:14,Contract related,N,N,,,,22.33,APAC,Vendor1,
ID2668,Jim,2021-02-16,11:18:14,Streaming,Y,Y,54.0,0:02:46,5.0,47.8,NA,Vendor3,54.0
ID2669,Greg,2021-02-16,11:26:53,Streaming,Y,Y,18.0,0:03:43,4.0,37.79,APAC,Vendor2,18.0
ID2670,Joe,2021-02-16,11:26:53,Payment related,Y,Y,39.0,0:06:13,3.0,46.77,LATAM,Vendor2,39.0
ID2671,Martha,2021-02-16,12:10:05,Payment related,Y,Y,31.0,0:03:17,1.0,31.23,LATAM,Vendor2,31.0
ID2672,Diane,2021-02-16,12:10:05,Technical Support,Y,Y,118.0,0:05:00,3.0,11.17,EMEA,Vendor3,118.0
ID2673,Diane,2021-02-16,12:50:24,Payment related,N,N,,,,36.6,NA,Vendor3,
ID2674,Joe,2021-02-16,12:50:24,Contract related,Y,Y,118.0,0:05:58,3.0,22.98,LATAM,Vendor3,118.0
ID2675,Jim,2021-02-16,13:03:22,Payment related,Y,Y,69.0,0:03:37,4.0,47.46,EMEA,Vendor3,69.0
ID2676,Greg,2021-02-16,13:03:22,Payment related,Y,Y,125.0,0:06:21,5.0,38.94,NA,Vendor1,125.0
ID2677,Dan,2021-02-16,14:26:53,Streaming,Y,N,47.0,0:02:41,3.0,45.74,EMEA,Vendor1,47.0
ID2678,Joe,2021-02-16,14:26:53,Payment related,Y,Y,53.0,0:01:04,1.0,5.08,EMEA,Vendor1,53.0
ID2679,Diane,2021-02-16,14:48:29,Streaming,Y,N,55.0,0:04:37,2.0,5.49,LATAM,Vendor1,55.0
ID2680,Martha,2021-02-16,14:48:29,Admin Support,Y,Y,91.0,0:05:30,2.0,27.39,EMEA,Vendor1,91.0
ID2681,Joe,2021-02-16,14:54:14,Technical Support,Y,Y,37.0,0:05:23,3.0,30.76,LATAM,Vendor3,37.0
ID2682,Jim,2021-02-16,14:54:14,Admin Support,Y,Y,118.0,0:04:53,4.0,7.78,NA,Vendor1,118.0
ID2683,Dan,2021-02-16,15:07:12,Technical Support,Y,Y,37.0,0:05:36,5.0,12.78,EMEA,Vendor1,37.0
ID2684,Becky,2021-02-16,15:07:12,Admin Support,Y,Y,124.0,0:04:04,4.0,23.05,APAC,Vendor3,124.0
ID2685,Greg,2021-02-16,15:20:10,Technical Support,Y,Y,105.0,0:01:35,4.0,8.39,LATAM,Vendor1,105.0
ID2686,Diane,2021-02-16,15:20:10,Admin Support,N,N,,,,39.67,NA,Vendor3,
ID2687,Greg,2021-02-16,15:34:34,Technical Support,Y,Y,36.0,0:03:27,1.0,18.34,EMEA,Vendor2,36.0
ID2688,Martha,2021-02-16,15:34:34,Streaming,Y,Y,87.0,0:06:52,4.0,26.5,APAC,Vendor3,87.0
ID2689,Becky,2021-02-16,16:04:48,Technical Support,Y,Y,98.0,0:05:02,4.0,14.23,LATAM,Vendor3,98.0
ID2690,Dan,2021-02-16,16:04:48,Admin Support,N,N,,,,44.37,NA,Vendor2,
ID2691,Joe,2021-02-16,16:14:53,Payment related,Y,Y,37.0,0:02:51,3.0,30.65,NA,Vendor2,37.0
ID2692,Jim,2021-02-16,16:14:53,Streaming,Y,Y,65.0,0:04:48,1.0,35.91,LATAM,Vendor2,65.0
ID2693,Diane,2021-02-16,16:24:58,Contract related,Y,Y,117.0,0:06:27,3.0,47.86,EMEA,Vendor3,117.0
ID2694,Dan,2021-02-16,16:24:58,Streaming,Y,Y,70.0,0:01:42,4.0,15.87,LATAM,Vendor1,70.0
ID2695,Greg,2021-02-16,16:29:17,Streaming,N,N,,,,48.04,EMEA,Vendor1,
ID2696,Becky,2021-02-16,16:29:17,Streaming,Y,Y,30.0,0:05:33,3.0,24.57,NA,Vendor1,30.0
ID2697,Becky,2021-02-16,16:32:10,Technical Support,N,N,,,,32.61,LATAM,Vendor1,
ID2698,Jim,2021-02-16,16:32:10,Technical Support,Y,N,53.0,0:04:39,3.0,43.45,EMEA,Vendor3,53.0
ID2699,Becky,2021-02-16,17:12:29,Streaming,Y,Y,69.0,0:05:11,4.0,11.64,LATAM,Vendor3,69.0
ID2700,Stewart,2021-02-16,17:12:29,Contract related,Y,Y,109.0,0:04:10,1.0,41.89,NA,Vendor1,109.0
ID2701,Dan,2021-02-16,17:28:19,Technical Support,Y,Y,17.0,0:00:42,5.0,21.72,EMEA,Vendor1,17.0
ID2702,Martha,2021-02-16,17:28:19,Streaming,Y,Y,109.0,0:04:52,4.0,12.38,EMEA,Vendor3,109.0
ID2703,Greg,2021-02-16,17:31:12,Contract related,Y,Y,50.0,0:05:46,5.0,45.23,LATAM,Vendor3,50.0
ID2704,Becky,2021-02-16,17:31:12,Admin Support,Y,N,22.0,0:03:31,3.0,47.78,EMEA,Vendor2,22.0
ID2705,Diane,2021-02-16,17:45:36,Contract related,Y,Y,100.0,0:02:35,4.0,13.91,NA,Vendor3,100.0
ID2706,Stewart,2021-02-16,17:45:36,Streaming,Y,Y,101.0,0:05:15,3.0,36.0,LATAM,Vendor1,101.0
ID2707,Becky,2021-02-16,17:52:48,Payment related,Y,Y,15.0,0:02:49,3.0,27.55,APAC,Vendor2,15.0
ID2708,Diane,2021-02-16,17:52:48,Contract related,Y,Y,59.0,0:04:29,5.0,8.13,APAC,Vendor1,59.0
ID2709,Stewart,2021-02-17,9:01:26,Contract related,Y,Y,93.0,0:03:15,3.0,21.07,NA,Vendor1,93.0
ID2710,Becky,2021-02-17,9:01:26,Payment related,Y,Y,81.0,0:06:25,4.0,38.26,NA,Vendor3,81.0
ID2711,Jim,2021-02-17,9:17:17,Admin Support,Y,Y,20.0,0:02:11,1.0,9.4,NA,Vendor2,20.0
ID2712,Greg,2021-02-17,9:17:17,Contract related,Y,Y,47.0,0:00:35,3.0,26.52,EMEA,Vendor1,47.0
ID2713,Diane,2021-02-17,9:23:02,Admin Support,Y,N,17.0,0:03:02,1.0,30.79,EMEA,Vendor2,17.0
ID2714,Stewart,2021-02-17,9:23:02,Payment related,Y,N,15.0,0:01:04,3.0,41.94,LATAM,Vendor2,15.0
ID2715,Diane,2021-02-17,9:34:34,Technical Support,Y,Y,94.0,0:06:10,5.0,38.3,APAC,Vendor3,94.0
ID2716,Martha,2021-02-17,9:34:34,Technical Support,Y,Y,10.0,0:02:15,5.0,14.36,NA,Vendor2,10.0
ID2717,Joe,2021-02-17,9:53:17,Admin Support,Y,Y,96.0,0:04:12,3.0,33.47,APAC,Vendor3,96.0
ID2718,Joe,2021-02-17,9:53:17,Admin Support,Y,Y,32.0,0:01:41,4.0,13.67,EMEA,Vendor2,32.0
ID2719,Becky,2021-02-17,9:59:02,Streaming,Y,Y,36.0,0:05:02,1.0,46.96,LATAM,Vendor1,36.0
ID2720,Martha,2021-02-17,9:59:02,Streaming,Y,Y,50.0,0:01:42,5.0,28.64,APAC,Vendor2,50.0
ID2721,Stewart,2021-02-17,10:03:22,Payment related,N,N,,,,47.74,NA,Vendor3,
ID2722,Martha,2021-02-17,10:03:22,Payment related,Y,Y,89.0,0:00:33,2.0,17.16,LATAM,Vendor1,89.0
ID2723,Diane,2021-02-17,10:36:29,Contract related,N,N,,,,15.96,LATAM,Vendor1,
ID2724,Joe,2021-02-17,10:36:29,Admin Support,Y,Y,114.0,0:05:47,5.0,6.54,NA,Vendor1,114.0
ID2725,Martha,2021-02-17,10:43:41,Streaming,Y,Y,44.0,0:06:31,5.0,9.11,NA,Vendor1,44.0
ID2726,Joe,2021-02-17,10:43:41,Admin Support,Y,Y,100.0,0:06:06,5.0,23.77,NA,Vendor3,100.0
ID2727,Jim,2021-02-17,11:24:00,Payment related,N,N,,,,44.56,LATAM,Vendor1,
ID2728,Jim,2021-02-17,11:24:00,Contract related,Y,Y,70.0,0:00:49,4.0,22.93,APAC,Vendor2,70.0
ID2729,Martha,2021-02-17,11:24:00,Contract related,Y,Y,16.0,0:04:03,4.0,21.09,APAC,Vendor3,16.0
ID2730,Becky,2021-02-17,11:24:00,Admin Support,Y,Y,49.0,0:01:04,4.0,47.1,NA,Vendor3,49.0
ID2731,Joe,2021-02-17,11:28:19,Streaming,Y,Y,96.0,0:05:48,4.0,28.04,NA,Vendor1,96.0
ID2732,Greg,2021-02-17,11:28:19,Admin Support,Y,Y,85.0,0:05:36,4.0,22.16,APAC,Vendor1,85.0
ID2733,Martha,2021-02-17,11:42:43,Contract related,Y,Y,65.0,0:05:29,2.0,14.47,LATAM,Vendor2,65.0
ID2734,Martha,2021-02-17,11:42:43,Payment related,Y,Y,67.0,0:00:30,4.0,19.83,NA,Vendor2,67.0
ID2735,Greg,2021-02-17,12:05:46,Payment related,Y,Y,50.0,0:01:09,4.0,25.07,NA,Vendor3,50.0
ID2736,Becky,2021-02-17,12:05:46,Streaming,N,N,,,,17.93,EMEA,Vendor1,
ID2737,Diane,2021-02-17,12:10:05,Contract related,Y,Y,79.0,0:03:22,3.0,12.94,NA,Vendor3,79.0
ID2738,Greg,2021-02-17,12:10:05,Technical Support,Y,Y,107.0,0:03:53,4.0,14.73,APAC,Vendor1,107.0
ID2739,Martha,2021-02-17,12:11:31,Contract related,Y,N,52.0,0:04:50,1.0,28.52,NA,Vendor2,52.0
ID2740,Jim,2021-02-17,12:11:31,Streaming,Y,N,104.0,0:06:25,1.0,6.68,EMEA,Vendor3,104.0
ID2741,Joe,2021-02-17,12:17:17,Admin Support,N,N,,,,46.32,NA,Vendor3,
ID2742,Jim,2021-02-17,12:17:17,Contract related,Y,Y,63.0,0:00:54,1.0,40.14,APAC,Vendor1,63.0
ID2743,Becky,2021-02-17,13:03:22,Technical Support,Y,Y,79.0,0:03:51,4.0,44.09,LATAM,Vendor3,79.0
ID2744,Greg,2021-02-17,13:03:22,Streaming,Y,N,21.0,0:06:31,3.0,23.94,NA,Vendor2,21.0
ID2745,Becky,2021-02-17,13:24:58,Technical Support,Y,Y,93.0,0:05:36,3.0,35.37,EMEA,Vendor3,93.0
ID2746,Joe,2021-02-17,13:24:58,Streaming,Y,Y,72.0,0:02:52,4.0,23.8,APAC,Vendor3,72.0
ID2747,Greg,2021-02-17,13:36:29,Admin Support,Y,Y,84.0,0:04:32,3.0,39.05,EMEA,Vendor2,84.0
ID2748,Stewart,2021-02-17,13:36:29,Admin Support,N,N,,,,48.34,NA,Vendor2,
ID2749,Jim,2021-02-17,14:19:41,Admin Support,Y,Y,45.0,0:02:04,3.0,40.47,LATAM,Vendor3,45.0
ID2750,Stewart,2021-02-17,14:19:41,Streaming,N,N,,,,45.02,LATAM,Vendor1,
ID2751,Dan,2021-02-17,14:29:46,Streaming,Y,N,49.0,0:01:21,4.0,16.14,EMEA,Vendor3,49.0
ID2752,Becky,2021-02-17,14:29:46,Admin Support,Y,Y,110.0,0:06:06,4.0,19.35,LATAM,Vendor2,110.0
ID2753,Diane,2021-02-17,14:32:38,Technical Support,Y,N,58.0,0:02:13,3.0,25.46,NA,Vendor3,58.0
ID2754,Joe,2021-02-17,14:32:38,Contract related,Y,Y,35.0,0:06:13,4.0,21.65,EMEA,Vendor2,35.0
ID2755,Dan,2021-02-17,15:02:53,Payment related,Y,Y,105.0,0:01:10,4.0,32.04,LATAM,Vendor3,105.0
ID2756,Diane,2021-02-17,15:02:53,Payment related,Y,Y,99.0,0:02:12,3.0,8.56,LATAM,Vendor2,99.0
ID2757,Joe,2021-02-17,15:10:05,Contract related,Y,Y,53.0,0:04:02,2.0,42.34,EMEA,Vendor3,53.0
ID2758,Greg,2021-02-17,15:10:05,Contract related,Y,N,50.0,0:06:42,4.0,33.45,EMEA,Vendor1,50.0
ID2759,Jim,2021-02-17,15:46:05,Contract related,Y,Y,114.0,0:02:32,4.0,16.02,NA,Vendor2,114.0
ID2760,Stewart,2021-02-17,15:46:05,Technical Support,N,N,,,,16.46,APAC,Vendor2,
ID2761,Diane,2021-02-17,16:06:14,Payment related,N,N,,,,40.64,APAC,Vendor2,
ID2762,Dan,2021-02-17,16:06:14,Payment related,Y,Y,87.0,0:02:30,4.0,9.93,APAC,Vendor3,87.0
ID2763,Jim,2021-02-17,16:14:53,Payment related,Y,N,55.0,0:01:07,5.0,45.51,NA,Vendor1,55.0
ID2764,Martha,2021-02-17,16:14:53,Admin Support,Y,Y,97.0,0:05:54,4.0,19.1,APAC,Vendor1,97.0
ID2765,Martha,2021-02-17,16:27:50,Payment related,Y,N,12.0,0:04:28,3.0,37.91,NA,Vendor2,12.0
ID2766,Greg,2021-02-17,16:27:50,Streaming,N,N,,,,19.02,EMEA,Vendor2,
ID2767,Stewart,2021-02-17,16:36:29,Admin Support,Y,Y,79.0,0:03:01,5.0,44.61,EMEA,Vendor3,79.0
ID2768,Martha,2021-02-17,16:36:29,Technical Support,Y,Y,11.0,0:06:23,3.0,15.78,EMEA,Vendor1,11.0
ID2769,Stewart,2021-02-17,17:11:02,Payment related,Y,N,69.0,0:00:39,4.0,44.14,APAC,Vendor3,69.0
ID2770,Jim,2021-02-17,17:11:02,Admin Support,N,N,,,,36.83,EMEA,Vendor1,
ID2771,Martha,2021-02-17,17:12:29,Technical Support,N,N,,,,39.68,APAC,Vendor3,
ID2772,Jim,2021-02-17,17:12:29,Admin Support,Y,Y,123.0,0:01:48,3.0,20.93,APAC,Vendor2,123.0
ID2773,Joe,2021-02-17,17:44:10,Admin Support,N,N,,,,39.73,NA,Vendor2,
ID2774,Martha,2021-02-17,17:44:10,Admin Support,Y,N,48.0,0:03:34,4.0,6.27,NA,Vendor3,48.0
ID2775,Joe,2021-02-17,17:54:14,Contract related,Y,Y,78.0,0:06:57,3.0,38.29,EMEA,Vendor2,78.0
ID2776,Joe,2021-02-17,17:54:14,Technical Support,Y,Y,109.0,0:04:04,3.0,8.13,APAC,Vendor1,109.0
ID2777,Dan,2021-02-18,9:23:02,Technical Support,Y,N,61.0,0:05:54,5.0,42.6,EMEA,Vendor3,61.0
ID2778,Greg,2021-02-18,9:23:02,Payment related,Y,Y,86.0,0:01:37,2.0,8.78,NA,Vendor2,86.0
ID2779,Greg,2021-02-18,9:43:12,Admin Support,Y,Y,74.0,0:06:52,4.0,10.17,NA,Vendor2,74.0
ID2780,Diane,2021-02-18,9:43:12,Payment related,Y,Y,125.0,0:04:53,3.0,36.98,LATAM,Vendor1,125.0
ID2781,Becky,2021-02-18,10:00:29,Contract related,Y,N,64.0,0:06:09,2.0,16.12,NA,Vendor2,64.0
ID2782,Joe,2021-02-18,10:00:29,Streaming,Y,Y,63.0,0:02:06,3.0,39.62,EMEA,Vendor1,63.0
ID2783,Greg,2021-02-18,10:13:26,Admin Support,Y,Y,46.0,0:06:36,4.0,39.51,EMEA,Vendor2,46.0
ID2784,Greg,2021-02-18,10:13:26,Admin Support,Y,Y,63.0,0:04:15,3.0,18.61,LATAM,Vendor1,63.0
ID2785,Joe,2021-02-18,10:16:19,Contract related,Y,Y,96.0,0:00:47,4.0,8.69,EMEA,Vendor3,96.0
ID2786,Dan,2021-02-18,10:16:19,Streaming,Y,Y,37.0,0:04:25,3.0,34.31,APAC,Vendor1,37.0
ID2787,Dan,2021-02-18,10:33:36,Contract related,Y,Y,73.0,0:03:24,4.0,26.98,EMEA,Vendor1,73.0
ID2788,Diane,2021-02-18,10:33:36,Payment related,Y,Y,111.0,0:02:18,4.0,21.75,LATAM,Vendor2,111.0
ID2789,Joe,2021-02-18,10:37:55,Payment related,N,N,,,,15.67,EMEA,Vendor3,
ID2790,Joe,2021-02-18,10:37:55,Streaming,Y,Y,79.0,0:03:08,2.0,44.1,APAC,Vendor3,79.0
ID2791,Greg,2021-02-18,10:56:38,Admin Support,N,N,,,,48.39,NA,Vendor1,
ID2792,Dan,2021-02-18,10:56:38,Admin Support,Y,N,32.0,0:05:36,3.0,33.18,LATAM,Vendor3,32.0
ID2793,Dan,2021-02-18,11:18:14,Contract related,Y,Y,60.0,0:04:50,3.0,49.51,APAC,Vendor3,60.0
ID2794,Dan,2021-02-18,11:18:14,Payment related,Y,Y,25.0,0:05:31,3.0,37.87,APAC,Vendor1,25.0
ID2795,Jim,2021-02-18,11:18:14,Payment related,Y,Y,72.0,0:04:11,4.0,22.01,APAC,Vendor2,72.0
ID2796,Dan,2021-02-18,11:18:14,Technical Support,Y,Y,82.0,0:01:07,3.0,17.95,LATAM,Vendor1,82.0
ID2797,Jim,2021-02-18,11:25:26,Payment related,N,N,,,,43.92,LATAM,Vendor1,
ID2798,Diane,2021-02-18,11:25:26,Admin Support,Y,Y,104.0,0:06:44,4.0,21.77,NA,Vendor1,104.0
ID2799,Stewart,2021-02-18,11:34:05,Technical Support,N,N,,,,19.51,EMEA,Vendor2,
ID2800,Becky,2021-02-18,11:34:05,Technical Support,Y,Y,102.0,0:02:24,5.0,24.58,EMEA,Vendor2,102.0
ID2801,Dan,2021-02-18,11:38:24,Streaming,N,N,,,,18.44,LATAM,Vendor2,
ID2802,Dan,2021-02-18,11:38:24,Technical Support,N,N,,,,18.74,APAC,Vendor3,
ID2803,Martha,2021-02-18,13:04:48,Streaming,Y,N,86.0,0:01:35,3.0,34.77,APAC,Vendor2,86.0
ID2804,Becky,2021-02-18,13:04:48,Technical Support,Y,Y,93.0,0:06:04,2.0,38.81,EMEA,Vendor1,93.0
ID2805,Stewart,2021-02-18,13:33:36,Admin Support,N,N,,,,46.38,NA,Vendor2,
ID2806,Jim,2021-02-18,13:33:36,Streaming,N,N,,,,35.74,NA,Vendor2,
ID2807,Dan,2021-02-18,13:37:55,Technical Support,Y,Y,39.0,0:04:13,2.0,16.66,EMEA,Vendor1,39.0
ID2808,Stewart,2021-02-18,13:37:55,Admin Support,Y,Y,119.0,0:00:46,4.0,34.62,NA,Vendor3,119.0
ID2809,Martha,2021-02-18,13:45:07,Contract related,N,N,,,,49.37,APAC,Vendor3,
ID2810,Stewart,2021-02-18,13:45:07,Technical Support,Y,Y,71.0,0:00:42,3.0,8.68,LATAM,Vendor2,71.0
ID2811,Joe,2021-02-18,13:48:00,Streaming,Y,Y,111.0,0:06:54,1.0,15.46,NA,Vendor3,111.0
ID2812,Martha,2021-02-18,13:48:00,Streaming,Y,N,120.0,0:04:00,1.0,15.64,EMEA,Vendor2,120.0
ID2813,Joe,2021-02-18,14:47:02,Technical Support,N,N,,,,18.27,LATAM,Vendor1,
ID2814,Diane,2021-02-18,14:47:02,Admin Support,Y,Y,81.0,0:03:02,5.0,37.18,NA,Vendor2,81.0
ID2815,Jim,2021-02-18,14:52:48,Payment related,N,N,,,,21.34,APAC,Vendor2,
ID2816,Martha,2021-02-18,14:52:48,Streaming,Y,Y,40.0,0:02:23,1.0,17.78,LATAM,Vendor2,40.0
ID2817,Dan,2021-02-18,15:15:50,Admin Support,Y,Y,114.0,0:02:59,5.0,21.42,NA,Vendor1,114.0
ID2818,Jim,2021-02-18,15:15:50,Contract related,N,N,,,,23.41,NA,Vendor3,
ID2819,Jim,2021-02-18,16:00:29,Payment related,N,N,,,,26.59,EMEA,Vendor3,
ID2820,Jim,2021-02-18,16:00:29,Contract related,Y,Y,29.0,0:00:48,4.0,12.04,NA,Vendor1,29.0
ID2821,Jim,2021-02-18,16:03:22,Technical Support,Y,Y,56.0,0:06:30,3.0,34.56,NA,Vendor2,56.0
ID2822,Diane,2021-02-18,16:03:22,Technical Support,Y,N,58.0,0:02:45,4.0,7.52,LATAM,Vendor2,58.0
ID2823,Martha,2021-02-18,16:58:05,Technical Support,Y,Y,68.0,0:03:02,5.0,25.7,LATAM,Vendor2,68.0
ID2824,Jim,2021-02-18,16:58:05,Admin Support,Y,N,114.0,0:01:05,3.0,45.17,EMEA,Vendor2,114.0
ID2825,Greg,2021-02-18,16:59:31,Technical Support,Y,Y,11.0,0:03:08,3.0,31.57,LATAM,Vendor1,11.0
ID2826,Becky,2021-02-18,16:59:31,Streaming,Y,Y,46.0,0:01:43,3.0,33.86,LATAM,Vendor2,46.0
ID2827,Jim,2021-02-19,9:01:26,Admin Support,Y,Y,78.0,0:06:46,4.0,43.94,NA,Vendor3,78.0
ID2828,Joe,2021-02-19,9:01:26,Payment related,N,N,,,,43.64,LATAM,Vendor1,
ID2829,Joe,2021-02-19,9:17:17,Admin Support,Y,Y,53.0,0:05:01,3.0,40.6,LATAM,Vendor1,53.0
ID2830,Jim,2021-02-19,9:17:17,Payment related,Y,Y,37.0,0:03:21,1.0,49.56,APAC,Vendor1,37.0
ID2831,Diane,2021-02-19,9:18:43,Streaming,Y,Y,111.0,0:03:40,4.0,25.98,NA,Vendor2,111.0
ID2832,Dan,2021-02-19,9:18:43,Contract related,Y,N,14.0,0:00:54,5.0,12.61,NA,Vendor1,14.0
ID2833,Diane,2021-02-19,9:25:55,Streaming,Y,Y,82.0,0:02:48,3.0,32.04,NA,Vendor2,82.0
ID2834,Stewart,2021-02-19,9:25:55,Contract related,N,N,,,,21.94,EMEA,Vendor3,
ID2835,Dan,2021-02-19,10:46:34,Payment related,N,N,,,,13.42,EMEA,Vendor1,
ID2836,Jim,2021-02-19,10:46:34,Admin Support,N,N,,,,41.46,EMEA,Vendor2,
ID2837,Stewart,2021-02-19,11:22:34,Contract related,Y,Y,69.0,0:04:54,3.0,41.16,APAC,Vendor2,69.0
ID2838,Diane,2021-02-19,11:22:34,Streaming,Y,Y,21.0,0:06:54,3.0,35.37,APAC,Vendor1,21.0
ID2839,Becky,2021-02-19,11:42:43,Payment related,Y,Y,113.0,0:00:41,2.0,31.36,LATAM,Vendor1,113.0
ID2840,Martha,2021-02-19,11:42:43,Streaming,Y,Y,34.0,0:03:31,3.0,36.44,NA,Vendor3,34.0
ID2841,Jim,2021-02-19,11:54:14,Payment related,Y,N,26.0,0:00:40,3.0,48.59,NA,Vendor3,26.0
ID2842,Jim,2021-02-19,11:54:14,Admin Support,Y,Y,76.0,0:05:20,3.0,18.61,NA,Vendor3,76.0
ID2843,Diane,2021-02-19,12:15:50,Admin Support,N,N,,,,25.22,EMEA,Vendor1,
ID2844,Martha,2021-02-19,12:15:50,Payment related,N,N,,,,25.05,EMEA,Vendor2,
ID2845,Jim,2021-02-19,13:29:17,Technical Support,Y,Y,63.0,0:03:47,1.0,36.2,EMEA,Vendor2,63.0
ID2846,Stewart,2021-02-19,13:29:17,Admin Support,Y,Y,80.0,0:04:08,3.0,12.65,NA,Vendor1,80.0
ID2847,Jim,2021-02-19,13:32:10,Admin Support,Y,Y,36.0,0:06:17,1.0,39.26,NA,Vendor2,36.0
ID2848,Diane,2021-02-19,13:32:10,Admin Support,Y,Y,22.0,0:01:55,5.0,23.09,APAC,Vendor1,22.0
ID2849,Stewart,2021-02-19,13:45:07,Streaming,Y,Y,80.0,0:04:27,2.0,15.88,NA,Vendor1,80.0
ID2850,Jim,2021-02-19,13:45:07,Technical Support,Y,Y,109.0,0:00:44,1.0,22.08,EMEA,Vendor1,109.0
ID2851,Stewart,2021-02-19,14:22:34,Technical Support,Y,Y,80.0,0:05:38,3.0,33.74,NA,Vendor1,80.0
ID2852,Joe,2021-02-19,14:22:34,Admin Support,Y,Y,108.0,0:04:47,4.0,34.01,APAC,Vendor1,108.0
ID2853,Becky,2021-02-19,14:26:53,Contract related,Y,Y,10.0,0:05:44,4.0,38.29,NA,Vendor3,10.0
ID2854,Greg,2021-02-19,14:26:53,Technical Support,N,N,,,,37.2,EMEA,Vendor1,
ID2855,Martha,2021-02-19,14:45:36,Technical Support,Y,Y,115.0,0:02:38,3.0,17.56,EMEA,Vendor2,115.0
ID2856,Becky,2021-02-19,14:45:36,Admin Support,Y,Y,79.0,0:04:31,3.0,47.1,NA,Vendor2,79.0
